OBJECTID,DESCRIPTION,ID,MP10104A_B,MP10104A_B_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor,X14060_X,X14060_X_A,pointCount,MP10002A_B,MP10002A_B_P,X14068_X,X14068_X_A,MP10116A_B,MP10116A_B_P,name,address,locality,region,postcode,country,fsq_category,fsq_category_all,INDUSTRY_DESC,source,esri_pid,DESC_,LATITUDE,LONGITUDE,MP10128A_B,MP10128A_B_P,MP10138A_B,MP10138A_B_P,MP10020A_B,MP10020A_B_P,X14058_X,X14058_X_A,GENZ_CY,GENZ_CY_P,MP10028A_B,MP10028A_B_P,MP10110A_B,MP10110A_B_P,MP10120A_B,MP10120A_B_P,GENALPHACY,GENALPHACY_P
15,32024 (Lake City),32024,1908,11.54,11.54,510122500.0,184277.73147947292,1754588074696,Synapse54,1754588074696,Synapse54,193410987,23423.88,0,1613,9.75,18670562,2261.18,3283,19.85,H&R Block,2405 E Moody Blvd,Bunnell,FL,32110.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,71cf74a513d4edbb07a80fe4b8c296ad,"H&R Block, 2405 E Moody Blvd, Bunnell, FL",29.474834744016142,-81.24229917198356,538,3.25,439,2.65,11530,69.72,278550478,33735.07,4319,20.75,1187,7.18,2350,14.21,1102,6.66,1974,9.48
16,32025 (Lake City),32025,2165,11.77,11.77,383261250.0,139091.62815710856,1754588074696,Synapse54,1754588074696,Synapse54,167483803,20135.1,0,1914,10.4,16257935,1954.55,3695,20.08,H&R Block,3813 N Monroe St,Tallahassee,FL,32303.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,82e1b48e535b3c1168512fc7998d8d59,"H&R Block, 3813 N Monroe St, Tallahassee, FL",30.501602274240195,-84.32694171708533,601,3.27,452,2.46,12525,68.06,239462563,28788.48,4788,20.77,1230,6.68,2726,14.81,1337,7.27,2210,9.59
17,32033 (Elkton),32033,437,11.02,11.02,267420000.0,73716.57624283149,1754588074696,Synapse54,1754588074696,Synapse54,77860269,38755.73,0,413,10.41,6547045,3258.86,635,16.01,H&R Block,2966 Cleveland Ave,Fort Myers,FL,33901.0,US,"63be6904847c3692a84b9b3e, 63be6904847c3692a84b9b3d","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b3e","Business and Professional Services, Financial Service, Accounting and Bookkeeping Service",Foursquare,236b7ae01053ec146187dc91c3c09f4e,"H&R Block, 2966 Cleveland Ave, Fort Myers, FL",26.62297300016736,-81.87258499973944,133,3.35,114,2.87,2814,70.95,117151377,58313.28,833,17.15,252,6.35,488,12.3,211,5.32,425,8.75
18,32034 (Fernandina Beach),32034,3726,10.35,10.35,233356298.55664065,347509.9837097279,1754588074696,Synapse54,1754588074696,Synapse54,810874331,42099.29,2,6226,17.3,71196481,3696.41,4645,12.91,H&R Block,11921 E Colonial Dr,Orlando,FL,32826.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c04c4ea621a37a752c796286815b451b,"H&R Block, 11921 E Colonial Dr, Orlando, FL",28.56825724901684,-81.20473623336242,861,2.39,1139,3.16,28000,77.79,1468099620,76221.36,6432,15.18,2168,6.02,5965,16.57,1963,5.45,2875,6.78
19,32038 (Fort White),32038,1043,12.09,12.09,360995000.0,112474.40795634776,1754588074696,Synapse54,1754588074696,Synapse54,90677397,21019.33,0,773,8.96,8850824,2051.65,1722,19.96,H&R Block,14444-16 Beach Blvd,Jacksonville,FL,32250.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,29f24c6b609a169a3dcf05007ccfa158,"H&R Block, 14444-16 Beach Blvd, Jacksonville, FL",30.285575944942497,-81.43590745968245,258,2.99,217,2.52,5820,67.47,128464026,29778.4,1950,18.35,608,7.05,1155,13.39,569,6.6,987,9.29
20,32040 (Glen Saint Mary),32040,704,10.94,10.94,494602500.0,188447.30167305857,1754588074696,Synapse54,1754588074696,Synapse54,73254034,24017.72,0,685,10.64,7488627,2455.29,1363,21.18,H&R Block,4233 13th St,Saint Cloud,FL,34769.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,bf6ed942b1bf9cfe50a649d21df9766d,"H&R Block, 4233 13th St, Saint Cloud, FL",28.2501090860896,-81.31441841402095,189,2.94,191,2.97,4437,68.95,107068251,35104.34,1870,22.66,484,7.52,938,14.58,455,7.07,881,10.67
21,32043 (Green Cove Springs),32043,3887,12.54,12.54,718230468.75,155245.99029568757,1754588074696,Synapse54,1754588074696,Synapse54,413447162,28509.67,1,4229,13.64,41064639,2831.65,5885,18.98,H&R Block,23002 Sandalfoot Plaza Dr,Boca Raton,FL,33428.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,bf2abbe6d25399727cbb026616a25c11,"H&R Block, 23002 Sandalfoot Plaza Dr, Boca Raton, FL",26.33446221826582,-80.20137894970921,1052,3.39,991,3.2,23292,75.13,618733658,42665.4,8859,22.16,2082,6.72,5335,17.21,2259,7.29,4149,10.38
22,32044 (Hampton),32044,243,14.0,14.0,84555000.0,66890.66062744909,1754588074696,Synapse54,1754588074696,Synapse54,18052338,20797.62,0,110,6.34,1756746,2023.9,326,18.78,H&R Block,3173 W Vine St,Kissimmee,FL,34741.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,962a372fe401c7007fa4cc4ed57a5bc9,"H&R Block, 3173 W Vine St, Kissimmee, FL",28.30664224826476,-81.4346641598882,56,3.23,27,1.56,1046,60.25,23542708,27122.94,459,20.94,107,6.16,210,12.1,112,6.45,216,9.85
23,32046 (Hilliard),32046,846,10.92,10.92,714517500.0,198482.3728130147,1754588074696,Synapse54,1754588074696,Synapse54,98438261,25830.03,0,808,10.43,10014361,2627.75,1655,21.36,H&R Block,801 S Eustis St,Eustis,FL,32726.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,18bedb19ebf41c59c412f43d940b70eb,"H&R Block, 801 S Eustis St, Eustis, FL",28.845378506632304,-81.68430514640339,230,2.97,239,3.08,5368,69.27,144319788,37869.27,2187,22.01,585,7.55,1117,14.41,561,7.24,1012,10.18
24,32052 (Jasper),32052,754,12.13,12.13,1231902500.0,255649.4209108768,1754588074696,Synapse54,1754588074696,Synapse54,39407405,15807.22,1,534,8.59,3871119,1552.8,1326,21.34,H&R Block,857 Cypress Pkwy,Poinciana,FL,34759.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,96ed93af483e56a098bd2f1d8caaaa64,"H&R Block, 857 Cypress Pkwy, Poinciana, FL",28.148329221256088,-81.45074197238308,190,3.06,118,1.9,3685,59.3,51184869,20531.44,1397,18.51,357,5.75,838,13.49,501,8.06,666,8.82
25,32053 (Jennings),32053,412,13.34,13.34,386407500.0,107393.87196043172,1754588074696,Synapse54,1754588074696,Synapse54,23775511,15662.39,0,257,8.32,2453473,1616.25,670,21.7,H&R Block,1520 S Federal Hwy,Delray Beach,FL,33483.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,1abba65c95fe2062abf8bd64caa14fe8,"H&R Block, 1520 S Federal Hwy, Delray Beach, FL",26.44374398634026,-80.06955935284049,95,3.08,44,1.42,1794,58.1,29640987,19526.34,855,21.63,191,6.19,445,14.41,200,6.48,417,10.55
26,32054 (Lake Butler),32054,1254,12.17,12.17,755430000.0,150472.74601522883,1754588074696,Synapse54,1754588074696,Synapse54,95142390,23324.93,0,947,9.19,9549299,2341.09,2112,20.49,H&R Block,7259 Atlantic Ave,Delray Beach,FL,33446.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,173c9b8a364b9192215f363350545174,"H&R Block, 7259 Atlantic Ave, Delray Beach, FL",26.454877230815097,-80.16017041230654,328,3.18,232,2.25,6664,64.65,133586145,32749.73,2761,21.28,695,6.74,1427,13.84,775,7.52,1287,9.92
27,32055 (Lake City),32055,1602,11.99,11.99,1376896250.0,237313.428340786,1754588074696,Synapse54,1754588074696,Synapse54,130776802,19597.9,1,1265,9.47,12868472,1928.44,2751,20.59,H&R Block,Eglin Air Force Base,Eglin Afb,FL,32542.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,3ce4acbe4a3b514d3297aa8392b3611b,"H&R Block, Eglin Air Force Base, Eglin Afb, FL",30.45306403810589,-86.57495489264616,441,3.3,314,2.35,8915,66.71,183097105,27438.5,3582,21.27,881,6.59,1945,14.56,968,7.24,1658,9.85
28,32058 (Lawtey),32058,531,13.78,13.78,230955000.0,82045.84721019934,1754588074696,Synapse54,1754588074696,Synapse54,33889379,25271.72,0,274,7.11,3145075,2345.32,721,18.71,H&R Block,2845 S Orange Ave,Orlando,FL,32806.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,a86cc9e73742a3d312f5573e2e3b9ecc,"H&R Block, 2845 S Orange Ave, Orlando, FL",28.51137496361155,-81.37464114098661,123,3.19,64,1.66,2415,62.66,44128164,32906.91,786,17.23,245,6.36,446,11.57,236,6.12,378,8.28
29,32059 (Lee),32059,259,12.36,12.36,412461250.0,132215.909278295,1754588074696,Synapse54,1754588074696,Synapse54,18568705,17161.46,0,179,8.54,1818033,1680.25,419,19.99,H&R Block,14844 NW 7th Ave,Miami,FL,33168.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,5f6221fc9e328902c70d9584a0ece894,"H&R Block, 14844 NW 7th Ave, Miami, FL",25.910792761958696,-80.21207995805477,64,3.05,50,2.39,1378,65.74,25786599,23832.35,609,22.28,146,6.97,273,13.02,139,6.63,290,10.61
30,32060 (Live Oak),32060,2288,12.5,12.5,1377501250.0,271301.34176782134,1754588074696,Synapse54,1754588074696,Synapse54,188285569,22592.46,1,1568,8.57,17555658,2106.51,3488,19.06,H&R Block,6459 102nd Ave N,Pinellas Park,FL,33782.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,184b89ebefbc37b5642f49fe37307460,"H&R Block, 6459 102nd Ave N, Pinellas Park, FL",27.86548396578581,-82.72609877278069,598,3.27,383,2.09,11963,65.36,260733516,31285.52,4647,20.5,1211,6.62,2343,12.8,1194,6.52,2020,8.91
31,32061 (Lulu),32061,34,11.56,11.56,44868750.0,53174.76578796011,1754588074696,Synapse54,1754588074696,Synapse54,1882965,14944.17,0,33,11.22,202885,1610.2,60,20.41,H&R Block,446 Havendale Blvd,Auburndale,FL,33823.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,6796ba8663d3d067ba3d19b9ecd39bdc,"H&R Block, 446 Havendale Blvd, Auburndale, FL",28.052258024007216,-81.77837506466635,9,3.06,6,2.04,187,63.61,2605982,20682.4,86,22.99,20,6.8,47,15.99,22,7.48,41,10.96
32,32062 (Mc Alpin),32062,312,12.97,12.97,249885000.0,129372.06317449646,1754588074696,Synapse54,1754588074696,Synapse54,30064191,25264.03,0,209,8.69,2648692,2225.79,461,19.16,H&R Block,1436 Sr 436 Ste 1008,Casselberry,FL,32707.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,17c56cf921c467b3bb4e6cee39ecc469,"H&R Block, 1436 Sr 436 Ste 1008, Casselberry, FL",28.62712265925331,-81.31507862095752,75,3.12,51,2.12,1612,67.0,40088333,33687.67,577,19.23,164,6.82,275,11.43,143,5.94,283,9.43
33,32063 (Macclenny),32063,1329,11.62,11.62,265378750.0,98574.70592909808,1754588074696,Synapse54,1754588074696,Synapse54,138649601,27207.54,1,1310,11.45,13737697,2695.78,2310,20.19,H&R Block,17860 SE 109th Ave Ste 604 # 605,Summerfield,FL,34491.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,cabd010d36751af4fef04607291ba63e,"H&R Block, 17860 SE 109th Ave Ste 604 # 605, Summerfield, FL",28.961258330020783,-81.96920315459582,418,3.65,319,2.79,8118,70.95,199578556,39163.77,3607,24.07,805,7.04,1830,15.99,899,7.86,1675,11.18
34,32064 (Live Oak),32064,628,10.77,10.77,30410000.0,38646.434095186465,1754588074696,Synapse54,1754588074696,Synapse54,57400145,19677.8,0,672,11.52,5550504,1902.81,1197,20.52,H&R Block,9774 Glades Rd Ste A9,Boca Raton,FL,33434.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,e72182688ad716009bfd96639d4cb47d,"H&R Block, 9774 Glades Rd Ste A9, Boca Raton, FL",26.367296828341622,-80.19976603000647,178,3.05,133,2.28,3774,64.7,81757651,28027.99,1846,24.33,349,5.98,877,15.04,458,7.85,780,10.28
35,32065 (Orange Park),32065,4189,12.98,12.98,65606250.0,57080.76401930857,1754588074696,Synapse54,1754588074696,Synapse54,383538408,26212.3,0,5198,16.11,41462940,2833.72,6577,20.38,H&R Block,,Orlando,FL,32812.0,US,4bf58dd8d48988d124941735,"4bf58dd8d48988d124941735, 4d4b7105d754a06375d81259","Office, Business and Professional Services",Foursquare,643c748d4546fc395ca85098a5995b6b,"H&R Block, Orlando, FL",28.480088321795577,-81.3293016396645,1241,3.85,1117,3.46,24228,75.09,562398271,38436.19,11072,26.22,2136,6.62,6472,20.06,2785,8.63,4438,10.51
36,32066 (Mayo),32066,695,13.07,13.07,1534735000.0,227334.19230538307,1754588074696,Synapse54,1754588074696,Synapse54,40433557,18131.64,0,409,7.69,3898367,1748.15,1033,19.43,H&R Block,6074 14th St W,Bradenton,FL,34207.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,3da5597d580de9b8e7c8dfc6e5a95347,"H&R Block, 6074 14th St W, Bradenton, FL",27.433928150157875,-82.57860429285631,166,3.12,108,2.03,3388,63.72,55000565,24663.93,1297,20.24,354,6.66,664,12.49,344,6.47,453,7.07
37,32068 (Middleburg),32068,5593,11.63,11.63,390277500.0,138127.69182408194,1754588074696,Synapse54,1754588074696,Synapse54,614951552,27241.59,1,6568,13.65,63496077,2812.8,9728,20.22,H&R Block,1519 Bartow Rd,Lakeland,FL,33801.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2c6c601c15bf064a41b46aa0b19ab914,"H&R Block, 1519 Bartow Rd, Lakeland, FL",28.023906222213537,-81.92678878343446,1646,3.42,1497,3.11,35496,73.8,924925654,40973.05,14404,23.04,3232,6.72,8749,18.19,3757,7.81,6893,11.03
38,32071 (O Brien),32071,428,12.95,12.95,317102500.0,134074.62014474577,1754588074696,Synapse54,1754588074696,Synapse54,30040903,17374.73,0,273,8.26,2794397,1616.19,642,19.42,H&R Block,5751 N Main St,Jacksonville,FL,32208.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,c69b068c35892c3c45b4818c0787c9e1,"H&R Block, 5751 N Main St, Jacksonville, FL",30.375661828653612,-81.65010184316449,104,3.15,68,2.06,2150,65.03,40303596,23310.35,799,19.35,222,6.72,403,12.19,211,6.38,390,9.45
39,32073 (Orange Park),32073,4133,11.86,11.86,57490000.0,46305.64432710374,1754588074696,Synapse54,1754588074696,Synapse54,434776182,25453.79,2,4582,13.14,43843346,2566.79,6991,20.05,H&R Block,3030 S Monroe St Ste 1A,Tallahassee,FL,32301.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,b1d161b0d2be7f2bc0af11abbcb2bc37,"H&R Block, 3030 S Monroe St Ste 1A, Tallahassee, FL",30.40645372325574,-84.28190052470953,1226,3.52,1037,2.97,25369,72.77,648368679,37958.47,9244,21.16,2238,6.42,6238,17.89,2873,8.24,4282,9.8
40,32080 (Saint Augustine),32080,2036,10.2,10.2,50928948.958984375,148271.8299791149,1754588074696,Synapse54,1754588074696,Synapse54,436410121,39745.91,0,3679,18.43,37683747,3432.04,2376,11.9,H And R Block,,Saint Petersburg,FL,33707.0,US,"63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","4d4b7105d754a06375d81259, 63be6904847c3692a84b9b3d, 63be6904847c3692a84b9b6b","Business and Professional Services, Financial Service, Legal Service",Foursquare,2dc729b134620ac557335949b367f3bd,"H And R Block, Saint Petersburg, FL",27.756943000139387,-82.73311899982654,446,2.23,655,3.28,15719,78.73,805606562,73370.36,3023,13.39,1200,6.01,3234,16.2,1031,5.16,1128,5.0
41,32081 (Ponte Vedra),32081,2700,11.15,11.15,126176250.0,58725.47465648841,1754588074696,Synapse54,1754588074696,Synapse54,655306699,55040.04,0,4494,18.56,61506105,5165.98,3497,14.44,H & R Block,100 Miracle Mile Ste 104,Coral Gables,FL,33134.0,US,4bf58dd8d48988d124941735,"4bf58dd8d48988d124941735, 4d4b7105d754a06375d81259","Office, Business and Professional Services",Foursquare,e97c31d1d669aa1dd18591ff9428dac0,"H & R Block, 100 Miracle Mile Ste 104, Coral Gables, FL",25.74938058127417,-80.25690420459453,696,2.87,869,3.59,18992,78.44,1161397895,97547.28,7624,23.2,1502,6.2,4472,18.47,1773,7.32,3812,11.6
